
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-20 14:50:59 /api/plots/9/plant-zones ................................................................. ~ 3s
  2026-04-20 14:51:00 /api/plots/9/plants ...................................................................... ~ 4s
  2026-04-20 14:51:02 /api/plots/9/rotations ................................................................... ~ 4s
  2026-04-20 14:51:04 /api/plots ............................................................................... ~ 3s
  2026-04-20 14:51:06 /api/inventory ........................................................................... ~ 3s
  2026-04-20 14:51:08 /api/plots/9/access ...................................................................... ~ 3s
  2026-04-20 14:51:10 /api/plots ............................................................................... ~ 3s
  2026-04-20 14:51:12 /api/inventory ........................................................................... ~ 4s
  2026-04-20 14:51:14 /api/plots ............................................................................... ~ 4s
  2026-04-20 14:51:18 /api/plots ............................................................................... ~ 2s
  2026-04-20 14:51:20 /api/plots/9 ............................................................................. ~ 2s
  2026-04-20 14:51:20 /api/plots/9/plant-zones ................................................................. ~ 3s
  2026-04-20 14:51:22 /api/plots/9/plants ...................................................................... ~ 3s
  2026-04-20 14:51:23 /api/plots/9/rotations ................................................................... ~ 3s
  2026-04-20 14:51:25 /api/plots/9/access ...................................................................... ~ 3s
  2026-04-20 14:51:27 /api/plots/9 ............................................................................. ~ 3s
  2026-04-20 14:51:29 /api/plots/9/plant-zones ................................................................. ~ 4s
  2026-04-20 14:51:30 /api/plots/9/plants ...................................................................... ~ 4s
  2026-04-20 14:51:32 /api/plots/9/rotations ................................................................... ~ 3s
  2026-04-20 14:51:34 /api/plots/9/access ...................................................................... ~ 3s
  2026-04-20 14:51:36 /api/plots ............................................................................... ~ 3s
  2026-04-20 14:51:40 /api/plots ............................................................................... ~ 1s
  2026-04-20 14:51:42 /api/plots/9 ............................................................................. ~ 1s
  2026-04-20 14:51:42 /api/plots/9/calendars ................................................................... ~ 3s
  2026-04-20 14:51:43 /api/plots/9 ............................................................................. ~ 2s
  2026-04-20 14:51:44 /api/plots/9/calendars ................................................................... ~ 2s
  2026-04-20 14:51:53 /api/plots/9/calendars ................................................................... ~ 4s
  2026-04-20 14:52:40 /api/plots ............................................................................... ~ 1s
  2026-04-20 14:52:40 /api/plants .............................................................................. ~ 1s
  2026-04-20 14:52:40 /api/plots ......................................................................... ~ 500.29ms
  2026-04-20 14:52:41 /api/plants ........................................................................ ~ 508.72ms
  2026-04-20 14:52:48 /api/catalog-plants ................................................................ ~ 515.90ms
  2026-04-20 14:53:01 /api/catalog-plants/perenual/search ...................................................... ~ 6s
  2026-04-20 14:53:22 /api/catalog-plants/perenual/species/794 ................................................. ~ 3s
  2026-04-20 14:53:56 /api/catalog-plants ................................................................ ~ 503.59ms
  2026-04-20 14:53:57 /api/catalog-plants/34 ............................................................... ~ 0.10ms
  2026-04-20 14:53:57 /api/catalog-plants/34 ............................................................. ~ 498.38ms
  2026-04-20 14:54:03 /api/catalog-plants ................................................................ ~ 513.76ms
  2026-04-20 14:54:04 /api/catalog-plants .................................................................. ~ 0.15ms
  2026-04-20 15:02:48 /api/catalog-plants ................................................................ ~ 516.24ms
  2026-04-20 15:02:48 /api/me ............................................................................ ~ 508.53ms
  2026-04-20 15:02:48 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-20 15:02:49 /api/me .................................................................................. ~ 1s
  2026-04-20 15:02:49 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:02:50 /api/inventory ..................................................................... ~ 504.56ms
  2026-04-20 15:02:50 /api/plots ......................................................................... ~ 520.28ms
  2026-04-20 15:02:51 /api/inventory ..................................................................... ~ 509.12ms
  2026-04-20 15:02:53 /api/plots ......................................................................... ~ 510.38ms
  2026-04-20 15:02:53 /api/plots ......................................................................... ~ 502.21ms
  2026-04-20 15:02:54 /api/plots/1 ....................................................................... ~ 502.23ms
  2026-04-20 15:02:54 /api/plots/1/plant-zones ................................................................. ~ 1s
  2026-04-20 15:02:54 /api/plots/1/plants ................................................................ ~ 510.85ms
  2026-04-20 15:02:55 /api/plots/1/rotations ............................................................. ~ 499.73ms
  2026-04-20 15:02:55 /api/plots/1/access ...................................................................... ~ 1s
  2026-04-20 15:02:55 /api/plots/1 ............................................................................. ~ 1s
  2026-04-20 15:02:56 /api/plots/1/plant-zones ................................................................. ~ 1s
  2026-04-20 15:02:56 /api/plots/1/plants ................................................................ ~ 527.64ms
  2026-04-20 15:02:57 /api/plots/1/rotations ............................................................. ~ 509.57ms
  2026-04-20 15:02:57 /api/plots/1/access ...................................................................... ~ 1s
  2026-04-20 15:02:58 /api/plots ......................................................................... ~ 518.29ms
  2026-04-20 15:02:58 /api/plots ......................................................................... ~ 499.27ms
  2026-04-20 15:02:59 /api/plots/1 ....................................................................... ~ 507.28ms
  2026-04-20 15:02:59 /api/plots/1/calendars ............................................................. ~ 513.30ms
  2026-04-20 15:02:59 /api/plots/1 ....................................................................... ~ 510.99ms
  2026-04-20 15:03:00 /api/plots/1/calendars ............................................................. ~ 501.57ms
  2026-04-20 15:03:00 /api/plots/1/calendars/6 ................................................................. ~ 1s
  2026-04-20 15:03:01 /api/calendars/6/tasks ............................................................. ~ 505.07ms
  2026-04-20 15:03:05 /api/plots/1/calendars ................................................................... ~ 2s
  2026-04-20 15:03:07 /api/plots ......................................................................... ~ 512.66ms
  2026-04-20 15:03:08 /api/plots/1/calendars ............................................................. ~ 510.61ms
  2026-04-20 15:03:08 /api/plots/1 ............................................................................. ~ 1s
  2026-04-20 15:03:08 /api/plots/1/calendars/9 ........................................................... ~ 510.36ms
  2026-04-20 15:03:08 /api/calendars/9/tasks ................................................................... ~ 1s
  2026-04-20 15:03:10 /api/calendars/9/tasks ............................................................. ~ 513.02ms
  2026-04-20 15:03:13 /api/calendars/9/tasks ............................................................. ~ 513.11ms
  2026-04-20 15:03:32 /api/inventory ..................................................................... ~ 507.94ms
  2026-04-20 15:03:33 /api/inventory ..................................................................... ~ 501.21ms
  2026-04-20 15:04:04 /api/inventory ..................................................................... ~ 501.19ms
  2026-04-20 15:04:17 /api/plots ......................................................................... ~ 501.78ms
  2026-04-20 15:04:17 /api/inventory ..................................................................... ~ 508.83ms
  2026-04-20 15:04:17 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:04:17 /api/inventory ..................................................................... ~ 502.75ms
  2026-04-20 15:04:19 /api/plots ......................................................................... ~ 513.88ms
  2026-04-20 15:04:20 /api/plots ......................................................................... ~ 511.47ms
  2026-04-20 15:04:20 /api/plots/1 ....................................................................... ~ 512.49ms
  2026-04-20 15:04:20 /api/plots/1/plant-zones ................................................................. ~ 1s
  2026-04-20 15:04:21 /api/plots/1/plants ...................................................................... ~ 1s
  2026-04-20 15:04:21 /api/plots/1/rotations ............................................................. ~ 517.40ms
  2026-04-20 15:04:22 /api/plots/1/access ................................................................ ~ 504.85ms
  2026-04-20 15:04:22 /api/plots/1 ............................................................................. ~ 1s
  2026-04-20 15:04:22 /api/plots/1/plant-zones ................................................................. ~ 1s
  2026-04-20 15:04:23 /api/plots/1/plants ...................................................................... ~ 1s
  2026-04-20 15:04:23 /api/plots/1/rotations ................................................................... ~ 1s
  2026-04-20 15:04:24 /api/plots/1/access ...................................................................... ~ 1s
  2026-04-20 15:04:25 /api/plots ......................................................................... ~ 506.00ms
  2026-04-20 15:04:25 /api/plots ......................................................................... ~ 514.20ms
  2026-04-20 15:04:26 /api/plots/1 ......................................................................... ~ 0.36ms
  2026-04-20 15:04:26 /api/plots/1/calendars ............................................................. ~ 496.18ms
  2026-04-20 15:04:26 /api/plots/1 ....................................................................... ~ 513.01ms
  2026-04-20 15:04:26 /api/plots/1/calendars ................................................................... ~ 1s
  2026-04-20 15:04:27 /api/plots/1/calendars/9 ................................................................. ~ 1s
  2026-04-20 15:04:28 /api/calendars/9/tasks ............................................................... ~ 0.05ms
  2026-04-20 15:05:11 /api/calendars/9/tasks ............................................................. ~ 503.14ms
  2026-04-20 15:05:28 /api/tasks/170/complete ............................................................ ~ 514.35ms
  2026-04-20 15:05:29 /api/calendars/9/tasks ................................................................... ~ 1s
  2026-04-20 15:05:29 /api/plots/1/calendars/9 ........................................................... ~ 508.83ms
  2026-04-20 15:05:40 /api/calendars/9/tasks ................................................................... ~ 1s
  2026-04-20 15:15:33 /api/plots ......................................................................... ~ 511.36ms
  2026-04-20 15:15:34 /api/plots/1 ....................................................................... ~ 510.71ms
  2026-04-20 15:15:34 /api/plots/1/calendars ............................................................... ~ 0.07ms
  2026-04-20 15:15:35 /api/plots/1/calendars/9 ........................................................... ~ 507.33ms
  2026-04-20 15:15:35 /api/calendars/9/tasks ............................................................. ~ 506.50ms
  2026-04-20 15:21:52 /api/plots ......................................................................... ~ 501.10ms
  2026-04-20 15:21:52 /api/me .................................................................................. ~ 1s
  2026-04-20 15:21:52 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:21:53 /api/plots/1 ............................................................................. ~ 1s
  2026-04-20 15:21:53 /api/plots/1/calendars ................................................................... ~ 1s
  2026-04-20 15:21:53 /api/me ............................................................................ ~ 515.26ms
  2026-04-20 15:21:54 /api/plots/1 ....................................................................... ~ 494.46ms
  2026-04-20 15:21:54 /api/plots/1/calendars ................................................................... ~ 1s
  2026-04-20 15:21:55 /api/plots/1/calendars/9 ................................................................. ~ 1s
  2026-04-20 15:21:56 /api/calendars/9/tasks ............................................................. ~ 501.48ms
  2026-04-20 15:22:53 /api/plots ......................................................................... ~ 504.98ms
  2026-04-20 15:22:54 /api/plots ......................................................................... ~ 509.91ms
  2026-04-20 15:22:57 /api/plots ......................................................................... ~ 518.03ms
  2026-04-20 15:22:57 /api/plots ......................................................................... ~ 511.89ms
  2026-04-20 15:22:58 /api/plots/9 ......................................................................... ~ 0.10ms
  2026-04-20 15:22:58 /api/plots/9/calendars ............................................................. ~ 512.47ms
  2026-04-20 15:22:58 /api/plots/9 ....................................................................... ~ 513.13ms
  2026-04-20 15:22:58 /api/plots/9/calendars ............................................................. ~ 517.25ms
  2026-04-20 15:23:03 /api/plots/9/calendars ................................................................... ~ 3s
  2026-04-20 15:23:06 /api/plots ......................................................................... ~ 511.07ms
  2026-04-20 15:23:07 /api/plots/9/calendars ............................................................. ~ 495.81ms
  2026-04-20 15:23:07 /api/plots/9 ....................................................................... ~ 499.40ms
  2026-04-20 15:23:08 /api/plots/9/calendars/10 .......................................................... ~ 507.52ms
  2026-04-20 15:23:08 /api/calendars/10/tasks ............................................................ ~ 514.09ms
  2026-04-20 15:23:34 /api/tasks/206/complete ............................................................ ~ 501.98ms
  2026-04-20 15:23:35 /api/calendars/10/tasks .................................................................. ~ 1s
  2026-04-20 15:23:35 /api/plots/9/calendars/10 ................................................................ ~ 2s
  2026-04-20 15:23:38 /api/tasks/207/complete ............................................................ ~ 502.47ms
  2026-04-20 15:23:39 /api/calendars/10/tasks .................................................................. ~ 1s
  2026-04-20 15:23:39 /api/plots/9/calendars/10 ................................................................ ~ 1s
  2026-04-20 15:23:43 /api/tasks/208/complete .................................................................. ~ 1s
  2026-04-20 15:23:43 /api/calendars/10/tasks ............................................................ ~ 510.14ms
  2026-04-20 15:23:44 /api/plots/9/calendars/10 .......................................................... ~ 503.13ms
  2026-04-20 15:23:47 /api/tasks/209/complete ............................................................ ~ 516.27ms
  2026-04-20 15:23:48 /api/calendars/10/tasks .................................................................. ~ 1s
  2026-04-20 15:23:48 /api/plots/9/calendars/10 ................................................................ ~ 1s
  2026-04-20 15:23:52 /api/tasks/210/complete ............................................................ ~ 509.50ms
  2026-04-20 15:23:53 /api/calendars/10/tasks .................................................................. ~ 1s
  2026-04-20 15:23:53 /api/plots/9/calendars/10 ................................................................ ~ 1s
  2026-04-20 15:23:56 /api/tasks/211/complete .................................................................. ~ 1s
  2026-04-20 15:23:57 /api/calendars/10/tasks ............................................................ ~ 494.98ms
  2026-04-20 15:23:57 /api/plots/9/calendars/10 ................................................................ ~ 1s
  2026-04-20 15:24:05 /api/calendars/10/tasks .................................................................. ~ 1s
  2026-04-20 15:24:09 /api/calendars/10/tasks ............................................................ ~ 500.65ms
  2026-04-20 15:24:14 /api/calendars/10/tasks ............................................................ ~ 514.42ms
  2026-04-20 15:24:28 /api/calendars/10/tasks ............................................................ ~ 516.23ms
  2026-04-20 15:24:35 /api/calendars/10/tasks ............................................................ ~ 500.05ms
  2026-04-20 15:24:44 /api/plots ........................................................................... ~ 0.23ms
  2026-04-20 15:24:45 /api/inventory ..................................................................... ~ 508.80ms
  2026-04-20 15:24:45 /api/plots ......................................................................... ~ 515.90ms
  2026-04-20 15:24:45 /api/inventory ..................................................................... ~ 512.01ms
  2026-04-20 15:24:47 /api/plots ......................................................................... ~ 515.46ms
  2026-04-20 15:24:48 /api/plots ......................................................................... ~ 512.21ms
  2026-04-20 15:24:48 /api/plots/8 ....................................................................... ~ 511.64ms
  2026-04-20 15:24:48 /api/plots/8/plant-zones ........................................................... ~ 516.68ms
  2026-04-20 15:24:48 /api/plots/8/plants ................................................................ ~ 511.69ms
  2026-04-20 15:24:49 /api/plots/8/rotations ................................................................... ~ 1s
  2026-04-20 15:24:49 /api/plots/8/access ...................................................................... ~ 1s
  2026-04-20 15:24:50 /api/plots/8 ............................................................................. ~ 1s
  2026-04-20 15:24:50 /api/plots/8/plant-zones ........................................................... ~ 516.22ms
  2026-04-20 15:24:51 /api/plots/8/plants ................................................................ ~ 512.28ms
  2026-04-20 15:24:51 /api/plots/8/rotations ................................................................... ~ 1s
  2026-04-20 15:24:51 /api/plots/8/access ...................................................................... ~ 1s
  2026-04-20 15:25:03 /api/plots/8/plant-zones ........................................................... ~ 513.13ms
  2026-04-20 15:25:12 /api/plots/8/plant-zones/10 ........................................................ ~ 501.04ms
  2026-04-20 15:25:21 /api/plots/8/plant-zones/10 ........................................................ ~ 501.36ms
  2026-04-20 15:25:24 /api/plots/8/plant-zones/10 ........................................................ ~ 500.83ms
  2026-04-20 15:25:31 /api/catalog-plants ................................................................ ~ 515.67ms
  2026-04-20 15:25:55 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-20 15:26:13 /api/plots/8/plants ................................................................ ~ 513.65ms
  2026-04-20 15:26:27 /api/plots ......................................................................... ~ 500.97ms
  2026-04-20 15:26:28 /api/plots ......................................................................... ~ 511.46ms
  2026-04-20 15:26:28 /api/plots/8/calendars ............................................................. ~ 510.69ms
  2026-04-20 15:26:28 /api/plots/8 ....................................................................... ~ 513.82ms
  2026-04-20 15:26:29 /api/plots/8/calendars ............................................................. ~ 510.22ms
  2026-04-20 15:26:29 /api/plots/8 ............................................................................. ~ 1s
  2026-04-20 15:26:38 /api/plots/8/calendars ................................................................... ~ 3s
  2026-04-20 15:26:41 /api/plots ......................................................................... ~ 512.89ms
  2026-04-20 15:26:42 /api/plots/8 ....................................................................... ~ 497.60ms
  2026-04-20 15:26:42 /api/plots/8/calendars ............................................................. ~ 501.85ms
  2026-04-20 15:26:42 /api/plots/8/calendars/11 .......................................................... ~ 509.54ms
  2026-04-20 15:26:43 /api/calendars/11/tasks ............................................................ ~ 513.75ms
  2026-04-20 15:27:27 /api/inventory ..................................................................... ~ 505.79ms
  2026-04-20 15:27:27 /api/inventory ..................................................................... ~ 503.47ms
  2026-04-20 15:27:46 /api/inventory ....................................................................... ~ 0.29ms
  2026-04-20 15:27:55 /api/inventory ..................................................................... ~ 501.01ms
  2026-04-20 15:27:57 /api/plots ......................................................................... ~ 501.67ms
  2026-04-20 15:27:57 /api/plots/8/calendars/11 .......................................................... ~ 505.58ms
  2026-04-20 15:27:57 /api/calendars/11/tasks ............................................................ ~ 512.91ms
  2026-04-20 15:27:58 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:27:58 /api/plots/8 ............................................................................. ~ 1s
  2026-04-20 15:27:58 /api/plots/8/calendars ............................................................. ~ 518.67ms
  2026-04-20 15:27:59 /api/plots/8/calendars/11 .......................................................... ~ 510.08ms
  2026-04-20 15:27:59 /api/calendars/11/tasks .................................................................. ~ 1s
  2026-04-20 15:28:00 /api/plots/8 ............................................................................. ~ 1s
  2026-04-20 15:28:00 /api/plots/8/calendars ................................................................... ~ 1s
  2026-04-20 15:28:31 /api/inventory ..................................................................... ~ 513.05ms
  2026-04-20 15:28:31 /api/inventory ..................................................................... ~ 513.97ms
  2026-04-20 15:28:40 /api/plots ......................................................................... ~ 513.91ms
  2026-04-20 15:28:40 /api/inventory ........................................................................... ~ 1s
  2026-04-20 15:28:40 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:28:41 /api/inventory ........................................................................... ~ 1s
  2026-04-20 15:28:46 /api/plots ......................................................................... ~ 508.44ms
  2026-04-20 15:28:46 /api/community ........................................................................... ~ 1s
  2026-04-20 15:28:47 /api/plots ......................................................................... ~ 511.42ms
  2026-04-20 15:28:47 /api/community ..................................................................... ~ 512.67ms
  2026-04-20 15:29:09 /api/community ..................................................................... ~ 516.23ms
  2026-04-20 15:29:23 /api/plots ......................................................................... ~ 501.61ms
  2026-04-20 15:29:24 /api/plots ......................................................................... ~ 497.79ms
  2026-04-20 15:29:30 /api/plots/1/analytics ............................................................. ~ 513.42ms
  2026-04-20 15:29:31 /api/plots/1/analytics ............................................................. ~ 514.65ms
  2026-04-20 15:30:41 /api/plots ......................................................................... ~ 514.40ms
  2026-04-20 15:30:41 /api/inventory ..................................................................... ~ 512.69ms
  2026-04-20 15:30:41 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:30:42 /api/inventory ........................................................................... ~ 1s
  2026-04-20 15:30:48 /api/inventory ..................................................................... ~ 501.84ms
  2026-04-20 15:30:48 /api/inventory ..................................................................... ~ 513.39ms
  2026-04-20 15:31:05 /api/plots ......................................................................... ~ 518.66ms
  2026-04-20 15:31:05 /api/community ....................................................................... ~ 0.09ms
  2026-04-20 15:31:05 /api/plots ......................................................................... ~ 510.32ms
  2026-04-20 15:31:06 /api/community ........................................................................... ~ 1s
  2026-04-20 15:31:07 /api/plots ......................................................................... ~ 511.33ms
  2026-04-20 15:31:07 /api/inventory ..................................................................... ~ 512.38ms
  2026-04-20 15:31:07 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:31:08 /api/inventory ........................................................................... ~ 1s
  2026-04-20 15:31:08 /api/community ..................................................................... ~ 516.45ms
  2026-04-20 15:31:08 /api/plots ......................................................................... ~ 499.11ms
  2026-04-20 15:31:09 /api/community ........................................................................... ~ 1s
  2026-04-20 15:31:09 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:31:14 /api/plots ......................................................................... ~ 505.70ms
  2026-04-20 15:31:15 /api/inventory ..................................................................... ~ 505.17ms
  2026-04-20 15:31:15 /api/plots ......................................................................... ~ 508.32ms
  2026-04-20 15:31:16 /api/inventory ..................................................................... ~ 495.85ms
  2026-04-20 15:31:20 /api/plots ......................................................................... ~ 516.53ms
  2026-04-20 15:31:20 /api/plots ......................................................................... ~ 513.01ms
  2026-04-20 15:31:21 /api/plots/9 ....................................................................... ~ 511.54ms
  2026-04-20 15:31:21 /api/plots/9/plant-zones ........................................................... ~ 516.10ms
  2026-04-20 15:31:21 /api/plots/9/plants ................................................................ ~ 514.46ms
  2026-04-20 15:31:21 /api/plots/9/rotations ................................................................... ~ 1s
  2026-04-20 15:31:22 /api/plots/9/access ................................................................ ~ 511.71ms
  2026-04-20 15:31:22 /api/plots/9 ....................................................................... ~ 517.00ms
  2026-04-20 15:31:23 /api/plots/9/plant-zones ................................................................. ~ 1s
  2026-04-20 15:31:23 /api/plots/9/plants ...................................................................... ~ 1s
  2026-04-20 15:31:23 /api/plots/9/rotations ............................................................. ~ 515.74ms
  2026-04-20 15:31:24 /api/plots/9/access ................................................................ ~ 512.87ms
  2026-04-20 15:31:30 /api/plots/9/analytics ............................................................. ~ 515.41ms
  2026-04-20 15:31:30 /api/plots/9/analytics ............................................................... ~ 0.05ms
  2026-04-20 15:31:33 /api/plots/9 ....................................................................... ~ 511.38ms
  2026-04-20 15:31:33 /api/plots/9/history ............................................................... ~ 509.69ms
  2026-04-20 15:31:33 /api/plots/9 ....................................................................... ~ 512.89ms
  2026-04-20 15:31:34 /api/plots/9/history ............................................................... ~ 497.06ms
  2026-04-20 15:31:35 /api/plots ......................................................................... ~ 518.20ms
  2026-04-20 15:31:36 /api/plots ........................................................................... ~ 0.06ms
  2026-04-20 15:31:36 /api/plots/9 ....................................................................... ~ 493.07ms
  2026-04-20 15:31:36 /api/plots/9/plant-zones ................................................................. ~ 1s
  2026-04-20 15:31:37 /api/plots/9/plants ...................................................................... ~ 1s
  2026-04-20 15:31:37 /api/plots/9/rotations ............................................................. ~ 515.58ms
  2026-04-20 15:31:37 /api/plots/9/access ................................................................ ~ 498.49ms
  2026-04-20 15:31:38 /api/plots/9 ............................................................................. ~ 1s
  2026-04-20 15:31:38 /api/plots/9/plant-zones ................................................................. ~ 1s
  2026-04-20 15:31:39 /api/plots/9/plants ................................................................ ~ 516.32ms
  2026-04-20 15:31:39 /api/plots/9/rotations ............................................................. ~ 511.50ms
  2026-04-20 15:31:39 /api/plots/9/access ...................................................................... ~ 1s
  2026-04-20 15:31:40 /api/plots/9/analytics ............................................................. ~ 508.38ms
  2026-04-20 15:31:41 /api/plots/9/analytics ............................................................. ~ 511.91ms
  2026-04-20 15:32:27 /api/plots ......................................................................... ~ 509.40ms
  2026-04-20 15:32:27 /api/inventory ........................................................................... ~ 1s
  2026-04-20 15:32:28 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:32:29 /api/inventory ..................................................................... ~ 496.43ms
  2026-04-20 15:32:38 /api/plots ......................................................................... ~ 510.57ms
  2026-04-20 15:32:39 /api/plots ......................................................................... ~ 513.43ms
  2026-04-20 15:32:39 /api/plots/9 ....................................................................... ~ 509.91ms
  2026-04-20 15:32:39 /api/plots/9/plant-zones ........................................................... ~ 513.61ms
  2026-04-20 15:32:40 /api/plots/9/plants ................................................................ ~ 513.38ms
  2026-04-20 15:32:40 /api/plots/9/rotations ................................................................... ~ 1s
  2026-04-20 15:32:40 /api/plots/9/access ...................................................................... ~ 1s
  2026-04-20 15:32:41 /api/plots/9 ....................................................................... ~ 515.77ms
  2026-04-20 15:32:41 /api/plots/9/plant-zones ........................................................... ~ 512.61ms
  2026-04-20 15:32:42 /api/plots/9/plants ...................................................................... ~ 1s
  2026-04-20 15:32:42 /api/plots/9/rotations ................................................................... ~ 1s
  2026-04-20 15:32:42 /api/plots/9/access ................................................................ ~ 506.11ms
  2026-04-20 15:32:57 /api/plots/9/rotations/recommendations ............................................... ~ 0.32ms
  2026-04-20 15:33:13 /api/plots/9/rotations/recommendations ............................................. ~ 502.38ms
  2026-04-20 15:33:51 /api/plots/9/rotations/recommendations ............................................. ~ 500.86ms
  2026-04-20 15:33:58 /api/plots/9/rotations/recommendations ............................................... ~ 0.11ms
  2026-04-20 15:35:33 /api/plots/9/rotations/recommendations ................................................... ~ 1s
  2026-04-20 15:57:31 /api/plots ............................................................................... ~ 1s
  2026-04-20 15:57:31 /api/me .................................................................................. ~ 1s
  2026-04-20 15:57:32 /api/plots ......................................................................... ~ 508.53ms
  2026-04-20 15:57:32 /api/plots/9/plant-zones ........................................................... ~ 502.43ms
  2026-04-20 15:57:32 /api/plots/9 ............................................................................. ~ 1s
  2026-04-20 15:57:33 /api/plots/9/plants ...................................................................... ~ 1s
  2026-04-20 15:57:33 /api/plots/9/rotations ............................................................. ~ 506.73ms
  2026-04-20 15:57:34 /api/plots/9/access ................................................................ ~ 503.17ms
  2026-04-20 15:57:34 /api/me .................................................................................. ~ 1s
  2026-04-20 15:57:34 /api/plots/9/plant-zones ................................................................. ~ 1s
  2026-04-20 15:57:35 /api/plots/9 ....................................................................... ~ 511.85ms
  2026-04-20 15:57:35 /api/plots/9/plants ................................................................ ~ 525.14ms
  2026-04-20 15:57:35 /api/plots/9/rotations ............................................................. ~ 525.07ms
  2026-04-20 15:57:36 /api/plots/9/access ................................................................ ~ 504.90ms
  2026-04-20 15:58:44 /api/plots ........................................................................... ~ 0.18ms
  2026-04-20 15:58:45 /api/plots/9 ....................................................................... ~ 501.12ms
  2026-04-20 15:58:45 /api/plots/9/plant-zones ................................................................. ~ 1s
  2026-04-20 15:58:45 /api/plots/9/plants ...................................................................... ~ 1s
  2026-04-20 15:58:45 /api/plots/9/rotations ................................................................... ~ 1s
  2026-04-20 15:58:46 /api/plots/9/access ...................................................................... ~ 1s
  2026-04-21 14:45:08 /api/plots .............................................................................. ~ 22s
  2026-04-21 14:45:08 /api/inventory .......................................................................... ~ 29s
  2026-04-21 14:45:31 /api/plots .............................................................................. ~ 12s
  2026-04-21 14:45:38 /api/inventory .......................................................................... ~ 12s
  2026-04-21 14:45:44 /api/me ................................................................................. ~ 14s
  2026-04-21 14:45:50 /api/plots .............................................................................. ~ 15s
  2026-04-21 14:45:58 /api/inventory .......................................................................... ~ 13s
  2026-04-21 14:46:06 /api/me ................................................................................. ~ 12s
  2026-04-21 14:46:11 /api/plots .............................................................................. ~ 18s
  2026-04-21 14:46:30 /api/plots ............................................................................... ~ 5s
  2026-04-21 14:46:35 /api/plots/1 ............................................................................. ~ 6s
  2026-04-21 14:46:35 /api/plots/1/plant-zones ................................................................ ~ 11s
  2026-04-21 14:46:42 /api/plots/1/rotations ................................................................... ~ 8s
  2026-04-21 14:46:47 /api/plots/1/plants ...................................................................... ~ 6s
  2026-04-21 14:46:50 /api/plots/1/access ...................................................................... ~ 6s
  2026-04-21 14:46:53 /api/plots/1 ............................................................................ ~ 16s
  2026-04-21 14:46:57 /api/plots/1/plant-zones ................................................................ ~ 22s
  2026-04-21 14:47:10 /api/plots/1/rotations .................................................................. ~ 16s
  2026-04-21 14:47:19 /api/plots/1/plants ..................................................................... ~ 15s
  2026-04-21 14:47:27 /api/plots/1/access ..................................................................... ~ 13s
  2026-04-21 14:47:34 /api/plots/1/rotations/plans ............................................................ ~ 14s
  2026-04-21 14:49:21 /api/plots/1/rotations/plans/1/confirm .................................................. ~ 37s
  2026-04-21 14:50:56 /api/plots/1 ............................................................................ ~ 15s
  2026-04-21 14:51:11 /api/plots/1/history .................................................................... ~ 12s
  2026-04-21 14:51:11 /api/plots/1 ............................................................................ ~ 43s
  2026-04-21 14:51:24 /api/plots/1/history .................................................................... ~ 55s
  2026-04-21 14:52:20 /api/plots ............................................................................... ~ 9s
  2026-04-21 14:52:30 /api/plots ............................................................................... ~ 5s
  2026-04-21 14:52:35 /api/plots/1 ............................................................................. ~ 5s
  2026-04-21 14:52:35 /api/plots/1/plants ..................................................................... ~ 10s
  2026-04-21 14:52:40 /api/plots/1/access ..................................................................... ~ 10s
  2026-04-21 14:52:45 /api/plots/1/rotations .................................................................. ~ 10s
  2026-04-21 14:52:51 /api/plots/1/plant-zones ................................................................ ~ 10s
  2026-04-21 14:52:56 /api/plots/1 ............................................................................ ~ 11s
  2026-04-21 14:53:01 /api/plots/1/plants ..................................................................... ~ 13s
  2026-04-21 14:53:07 /api/plots/1/access ..................................................................... ~ 11s
  2026-04-21 14:53:14 /api/plots/1/plant-zones ................................................................. ~ 9s
  2026-04-21 14:53:19 /api/plots/1/rotations ................................................................... ~ 8s
  2026-04-21 15:37:48 /api/plots ............................................................................... ~ 1s
  2026-04-21 15:37:48 /api/inventory ........................................................................... ~ 2s
  2026-04-21 15:37:49 /api/plots ............................................................................... ~ 1s
  2026-04-21 15:37:50 /api/inventory ........................................................................... ~ 1s
  2026-04-21 15:37:53 /api/plots ......................................................................... ~ 503.48ms
  2026-04-21 15:37:53 /api/plots ............................................................................... ~ 1s
  2026-04-21 15:37:54 /api/plots/8/plant-zones ........................................................... ~ 512.79ms
  2026-04-21 15:37:54 /api/plots/8/plants ...................................................................... ~ 1s
  2026-04-21 15:37:55 /api/plots/8 ............................................................................. ~ 1s
  2026-04-21 15:37:55 /api/plots/8/access ...................................................................... ~ 1s
  2026-04-21 15:37:56 /api/plots/8/rotations ................................................................... ~ 1s
